,names,n
514,"('ARCOS', 'OYARZUN')",1
515,"('ARDILA', 'REYES')",1
516,"('ARECHETA', 'BUCAREY')",1
517,"('ARELLANO', 'CHAVEZ')",1
518,"('ARELLANO', 'GONZALEZ')",1
519,"('ARELLANO', 'POBLETE')",1
520,"('ARENAS', 'CALISTO')",1
521,"('AREVALO', 'GONZALEZ')",1
522,"('AREVALO', 'MEDINA')",1
523,"('AREVALO', 'QUEZADA')",1
524,"('AREVALO', 'ZURITA')",1
525,"('ARGEL', 'ARJEL')",1
526,"('ARGOTTE', 'VELASQUEZ')",2
527,"('ARGUELLO', 'AREVALO')",2
528,"('ARIAS', 'ALLENDE')",1
529,"('ARIAS', 'BECERRA')",1
530,"('ARIAS', 'ORELLANA')",1
531,"('ARIAS', 'PENA')",1
532,"('ARIAS', 'RECABARREN')",1
533,"('ARIAS', 'TRONCOSO')",1
534,"('ARIAS', 'VILLALON')",1
535,"('ARIBEL', 'VARGAS')",1
536,"('ARISMENDI', 'CARRASCO')",1
537,"('ARISMENDI', 'FRIAS')",1
538,"('ARISMENDI', 'PAILLAHUEQUE')",1
539,"('ARISMENDI', 'SALAZAR')",1
540,"('ARJEL', 'FECCI')",1
541,"('ARJEL', 'GUERRERO')",1
542,"('ARMIJO', 'RAMIREZ')",1
543,"('ARMSTRONG', 'RAMOS')",1
544,"('ARO', 'BARRIENTOS')",1
545,"('ARO', 'CALBUANTE')",1
546,"('ARO', 'MIRANDA')",1
547,"('ARO', 'OJEDA')",1
548,"('AROCA', 'MATAMALA')",1
549,"('AROS', 'AGUILA')",1
550,"('AROS', 'AROS')",2
551,"('AROS', 'VARGAS')",3
552,"('ARRATIA', 'SEVERINO')",1
553,"('ARREDONDO', 'VALDIVIESO')",1
554,"('ARRIAGADA', 'AROS')",1
555,"('ARRIAGADA', 'FLORES')",1
556,"('ARRIAGADA', 'HERNANDEZ')",2
557,"('ARRIAGADA', 'LOBOS')",1
558,"('ARRIAGADA', 'LOPEHANDIA')",1
559,"('ARRIAGADA', 'MENDEZ')",1
560,"('ARRIAGADA', 'SANCHEZ')",1
561,"('ARRIAGADA', 'TOLEDO')",1
562,"('ARRIAGADA', 'ZUNIGA')",1
563,"('ARRIAZA', 'AINOL')",1
564,"('ARRIAZA', 'CARDENAS')",1
565,"('ARROYO', 'ALMONACID')",1
566,"('ARROYO', 'HERNANDEZ')",1
567,"('ARROYO', 'RIEDEL')",1
568,"('ARRUE', 'PEDROL')",1
569,"('ARTEAGA', 'BARRIA')",1
570,"('ARTEAGA', 'FIERRO')",1
571,"('ARTEAGA', 'GUAQUIN')",1
572,"('ARTEAGA', 'MANSILLA')",1
573,"('ARTEAGA', 'PEREZ')",1
574,"('ARTEAGA', 'VERA')",2
575,"('ASCANIO', 'CARMONA')",3
576,"('ASCENCIO', 'DIAZ')",1
577,"('ASCENCIO', 'KNOPKE')",1
578,"('ASCENCIO', 'MORALES')",1
579,"('ASCENCIO', 'NAVARRO')",1
580,"('ASCENCIO', 'OJEDA')",2
581,"('ASCENCIO', 'SOTO')",1
582,"('ASENCIO', 'CARDENAS')",3
583,"('ASENCIO', 'CONTRERAS')",1
584,"('ASENCIO', 'CORONADO')",1
585,"('ASENCIO', 'DOMINGUEZ')",1
586,"('ASENCIO', 'GALLARDO')",1
587,"('ASENCIO', 'HARO')",1
588,"('ASENCIO', 'MASCARENO')",1
589,"('ASENCIO', 'SUBIABRE')",1
590,"('ASENCIO', 'VARGAS')",1
591,"('ASENCIO', 'VERA')",1
592,"('ASENCIO', 'VILLAROEL')",1
593,"('ASENJO', 'BRAVO')",1
594,"('ASTETE', 'BUFADEL')",1
595,"('ASTETE', 'CARRILLO')",1
596,"('ASTETE', 'SERRANO')",1
597,"('ASTORGA', 'GAETE')",1
598,"('ASTORGA', 'GALINDO')",1
599,"('ASTORGA', 'SILVA')",1
600,"('ASTORGA', 'TRIVINO')",1
601,"('ASTROZA', 'TORO')",1
602,"('ASTUDILLO', 'GONZALEZ')",1
603,"('ASTUDILLO', 'SOTO')",1
604,"('AVALOS', 'AVALOS')",2
605,"('AVALOS', 'CHACON')",1
606,"('AVALOS', 'TORRES')",1
607,"('AVALOS', 'VEGA')",1
608,"('AVELLO', 'REYMAN')",1
609,"('AVENDANO', 'BARRIA')",1
610,"('AVENDANO', 'CARCAMO')",3
611,"('AVENDANO', 'CARDENAS')",2
612,"('AVENDANO', 'CERANTES')",1
613,"('AVENDANO', 'CUYUL')",1
614,"('AVENDANO', 'GALINDO')",1
615,"('AVENDANO', 'GARCES')",1
616,"('AVENDANO', 'GOMEZ')",1
