,names,n
360,"('ANDRADE', 'FUENTES')",1
361,"('ANDRADE', 'GONZALEZ')",1
362,"('ANDRADE', 'MORENO')",1
363,"('ANDRADE', 'QUINONES')",1
364,"('ANDRADE', 'RAMIREZ')",1
365,"('ANDREA', 'HERNANDEZ')",1
366,"('ANDREA', 'LATORRE')",1
367,"('ANDREA', 'QUILAPI')",1
368,"('ANDRES', 'AYAVIRE')",1
369,"('ANEZ', 'ARAUZ')",1
370,"('ANGIE', 'REYES')",2
371,"('ANGULO', 'CALLE')",2
372,"('ANGULO', 'TAMARIN')",1
373,"('ANITA', 'RIVERA')",1
374,"('ANJEL', 'CARVALLO')",1
375,"('ANRIQUEZ', 'BRAVO')",1
376,"('ANTEQUERA', 'GONZALEZ')",1
377,"('ANTEZANA', 'BUTRON')",1
378,"('ANTIO', 'CHEUQUEPAN')",1
379,"('ANTIQUEO', 'HUIRCAPAN')",1
380,"('ANTIQUERA', 'ETIENNE')",1
381,"('ANTOINE', 'ORTIZ')",1
382,"('ANZA', 'CHOQUE')",2
383,"('APABLAZA', 'CASTRO')",1
384,"('APABLAZA', 'DEVIA')",1
385,"('APABLAZA', 'LUCAS')",1
386,"('APABLAZA', 'ROJAS')",1
387,"('APALA', 'APALA')",3
388,"('APALA', 'CALISAYA')",1
389,"('APALA', 'QUISPE')",1
390,"('APATA', 'CARLOS')",1
391,"('AQUEVEQUE', 'IBARRA')",1
392,"('ARA', 'MARTINEZ')",1
393,"('ARACELI', 'VALENZUELA')",1
394,"('ARACENA', 'ARAYA')",1
395,"('ARACENA', 'CASTILLO')",1
396,"('ARACENA', 'CIFUENTES')",1
397,"('ARACENA', 'CORDERO')",1
398,"('ARACENA', 'DEMETRI')",1
399,"('ARACENA', 'GALLARDO')",1
400,"('ARACENA', 'LOBOS')",2
401,"('ARACENA', 'MARTINEZ')",1
402,"('ARACENA', 'MORALES')",2
403,"('ARACENA', 'ORTIZ')",1
404,"('ARACENA', 'RIESCO')",1
405,"('ARACENA', 'WELLSCH')",1
406,"('ARAMAYO', 'SILVA')",1
407,"('ARANA', 'CARVAJAL')",1
408,"('ARANA', 'VICENCIO')",1
409,"('ARANCIABIA', 'AROS')",1
410,"('ARANCIBIA', 'AROS')",1
411,"('ARANCIBIA', 'AVILA')",1
412,"('ARANCIBIA', 'BENAVENTE')",1
413,"('ARANCIBIA', 'CASANOVA')",1
414,"('ARANCIBIA', 'FERNANDEZ')",2
415,"('ARANCIBIA', 'FLORES')",1
416,"('ARANCIBIA', 'GUERRA')",1
417,"('ARANCIBIA', 'JIRALDO')",1
418,"('ARANCIBIA', 'JORQUERA')",1
419,"('ARANCIBIA', 'LOBOS')",1
420,"('ARANCIBIA', 'LOPEZ')",2
421,"('ARANCIBIA', 'MACKENNA')",1
422,"('ARANCIBIA', 'MENDOZA')",1
423,"('ARANCIBIA', 'RUZ')",1
424,"('ARANCIBIA', 'VIELMA')",1
425,"('ARANDA', 'ARANDA')",1
426,"('ARANDA', 'MUNOZ')",1
427,"('ARANDA', 'NUNEZ')",1
428,"('ARANDA', 'ORELLANA')",1
429,"('ARANDA', 'SUBIETA')",1
430,"('ARANDA', 'VILLAGRAN')",1
431,"('ARANEDA', 'BARICIC')",1
432,"('ARANEDA', 'CARVAJAL')",1
433,"('ARANEDA', 'CHOQUE')",2
434,"('ARANEDA', 'CULLEN')",1
435,"('ARANEDA', 'GUEVARA')",1
436,"('ARANEDA', 'MERA')",1
437,"('ARANEDA', 'MUNOZ')",1
438,"('ARANEDA', 'OJEDA')",2
439,"('ARANEDA', 'RAMIREZ')",1
440,"('ARANGUIZ', 'GALDAMEZ')",1
441,"('ARANGUIZ', 'SAN MARTIN')",1
442,"('ARANIBAR', 'CAYO')",4
443,"('ARANIBAR', 'MAMANI')",2
444,"('ARANIBAR', 'MOLLO')",1
445,"('ARANIBAR', 'MORUNA')",1
446,"('ARANIBAR', 'RODRIGUEZ')",1
447,"('ARANIBAR', 'TABORGA')",1
448,"('ARANZA', 'DIVASTO')",1
449,"('ARAOS', 'BOUILLET')",1
450,"('ARAOS', 'GASC')",1
451,"('ARAOS', 'OLIVARES')",1
452,"('ARAPIO', 'SANDOVAL')",1
453,"('ARAVENA', 'BARRUEL')",2
454,"('ARAVENA', 'BARTOLO')",1
455,"('ARAVENA', 'COLQUE')",1
456,"('ARAVENA', 'CONTRERAS')",1
457,"('ARAVENA', 'COVARRUBIAS')",1
458,"('ARAVENA', 'DIAZ')",2
459,"('ARAVENA', 'FERNANDEZ')",1
460,"('ARAVENA', 'FUENTEALBA')",2
461,"('ARAVENA', 'INOJOSA')",1
462,"('ARAVENA', 'MONTENEGRO')",1
463,"('ARAVENA', 'OLIVARES')",1
464,"('ARAVENA', 'RIFFO')",1
465,"('ARAVENA', 'RIOS')",1
466,"('ARAVENA', 'TAPIA')",1
467,"('ARAVENA', 'VERGARA')",1
468,"('ARAVENA', 'ZUNIGA')",1
