,names,n
226,"('AGUILERA', 'CABALLERO')",1
227,"('AGUILERA', 'CAIMANQUE')",1
228,"('AGUILERA', 'CAMPOS')",5
229,"('AGUILERA', 'CARMONA')",2
230,"('AGUILERA', 'CARRASCO')",1
231,"('AGUILERA', 'CASTILLO')",2
232,"('AGUILERA', 'CHOPPELO')",2
233,"('AGUILERA', 'CODOCEO')",1
234,"('AGUILERA', 'COLLAO')",2
235,"('AGUILERA', 'CORTES')",2
236,"('AGUILERA', 'DIAZ')",4
237,"('AGUILERA', 'DONAIRE')",1
238,"('AGUILERA', 'FERNANDEZ')",3
239,"('AGUILERA', 'GAHONA')",1
240,"('AGUILERA', 'GARAY')",1
241,"('AGUILERA', 'GARCIA')",3
242,"('AGUILERA', 'GATICA')",1
243,"('AGUILERA', 'GERALDO')",2
244,"('AGUILERA', 'GOMEZ')",1
245,"('AGUILERA', 'GONZALEZ')",2
246,"('AGUILERA', 'GUERRA')",1
247,"('AGUILERA', 'GUERRERO')",2
248,"('AGUILERA', 'GUZMAN')",2
249,"('AGUILERA', 'JOPIA')",1
250,"('AGUILERA', 'JULIO')",2
251,"('AGUILERA', 'LEMA')",1
252,"('AGUILERA', 'LETELIER')",2
253,"('AGUILERA', 'LIENDRO')",1
254,"('AGUILERA', 'LOBOS')",1
255,"('AGUILERA', 'MARTINEZ')",1
256,"('AGUILERA', 'MORALES')",1
257,"('AGUILERA', 'MORENO')",1
258,"('AGUILERA', 'NAVARRETE')",1
259,"('AGUILERA', 'PALMA')",1
260,"('AGUILERA', 'PAYACAN')",1
261,"('AGUILERA', 'PENAILILLO')",1
262,"('AGUILERA', 'PEREZ')",1
263,"('AGUILERA', 'PUELLES')",1
264,"('AGUILERA', 'RAMIREZ')",2
265,"('AGUILERA', 'RAMOS')",1
266,"('AGUILERA', 'REYES')",1
267,"('AGUILERA', 'RIVERA')",2
268,"('AGUILERA', 'ROJAS')",4
269,"('AGUILERA', 'RUBINA')",1
270,"('AGUILERA', 'SANCHEZ')",2
271,"('AGUILERA', 'SEGUEL')",1
272,"('AGUILERA', 'SOTO')",1
273,"('AGUILERA', 'TAPIA')",4
274,"('AGUILERA', 'VALENZUELA')",1
275,"('AGUILERA', 'VARAS')",4
276,"('AGUILERA', 'VERGARA')",3
277,"('AGUILERA', 'VILLARROEL')",1
278,"('AGUILERA', 'VILLEGAS')",1
279,"('AGUILERA', 'YAMPARA')",1
280,"('AGUILERA', 'YANEZ')",2
281,"('AGUILUZ', 'OCHOA')",1
282,"('AGUIRRE', 'ACUNA')",1
283,"('AGUIRRE', 'AGUIRRE')",3
284,"('AGUIRRE', 'ALBORNOZ')",1
285,"('AGUIRRE', 'ALVAREZ')",1
286,"('AGUIRRE', 'ARANCIBIA')",3
287,"('AGUIRRE', 'ARAYA')",3
288,"('AGUIRRE', 'AREVALO')",3
289,"('AGUIRRE', 'ASTORGA')",1
290,"('AGUIRRE', 'BUENDIA')",1
291,"('AGUIRRE', 'BUGUENO')",1
292,"('AGUIRRE', 'CADENA')",1
293,"('AGUIRRE', 'CALLISAYA')",2
294,"('AGUIRRE', 'CERDA')",2
295,"('AGUIRRE', 'CONSTANZO')",1
296,"('AGUIRRE', 'CORTES')",2
297,"('AGUIRRE', 'DIAZ')",4
298,"('AGUIRRE', 'ESPEJO')",1
299,"('AGUIRRE', 'FLORES')",2
300,"('AGUIRRE', 'FRITIS')",1
301,"('AGUIRRE', 'FUENTES')",1
302,"('AGUIRRE', 'GALLARDO')",2
303,"('AGUIRRE', 'GODOY')",1
304,"('AGUIRRE', 'GOMEZ')",2
305,"('AGUIRRE', 'GONZALEZ')",4
306,"('AGUIRRE', 'JAMETT')",1
307,"('AGUIRRE', 'JOFRE')",1
308,"('AGUIRRE', 'JULIC')",1
309,"('AGUIRRE', 'LEQUIPI')",1
310,"('AGUIRRE', 'LOBOS')",1
311,"('AGUIRRE', 'LONDONO')",1
312,"('AGUIRRE', 'MARTINEZ')",1
313,"('AGUIRRE', 'MERINO')",1
314,"('AGUIRRE', 'MERY')",1
315,"('AGUIRRE', 'MORALES')",1
316,"('AGUIRRE', 'MOREIRA')",1
317,"('AGUIRRE', 'MUNOZ')",1
318,"('AGUIRRE', 'MURRAY')",1
319,"('AGUIRRE', 'OCAMPO')",1
320,"('AGUIRRE', 'PAEZ')",1
321,"('AGUIRRE', 'PEREZ')",2
322,"('AGUIRRE', 'PHILLIPS')",1
323,"('AGUIRRE', 'PINTO')",1
324,"('AGUIRRE', 'PIZARRO')",1
325,"('AGUIRRE', 'RAMIREZ')",6
326,"('AGUIRRE', 'RIVERA')",3
327,"('AGUIRRE', 'RODRIGUEZ')",2
328,"('AGUIRRE', 'ROJAS')",6
329,"('AGUIRRE', 'ROJO')",1
330,"('AGUIRRE', 'SILVA')",1
331,"('AGUIRRE', 'TAPIA')",5
332,"('AGUIRRE', 'TORRES')",3
333,"('AGUIRRE', 'URETA')",2
334,"('AGUIRRE', 'VALDES')",1
335,"('AGUIRRE', 'VEGA')",1
336,"('AGUIRRE', 'VERA')",1
337,"('AGUIRRE', 'VILLEGAS')",1
338,"('AGUIRRE', 'YAO')",2
339,"('AGUIRRE', 'ZAMORA')",1
340,"('AGUIRRE', 'ZAZZALI')",1
341,"('AGUIRRE', 'ZUNIGA')",3
342,"('AGULLO', 'GUERRA')",1
343,"('AGURTO', 'CALDERON')",1
344,"('AGUSTO', 'DIAZ')",1
345,"('AHMAD', 'BHATTI')",4
346,"('AHUMADA', 'ABARZA')",1
347,"('AHUMADA', 'ADONES')",1
348,"('AHUMADA', 'AGUIRRE')",3
349,"('AHUMADA', 'AHUMADA')",2
350,"('AHUMADA', 'BARRERA')",1
351,"('AHUMADA', 'BLANCO')",2
352,"('AHUMADA', 'CAMPOS')",1
353,"('AHUMADA', 'CASANOVA')",1
354,"('AHUMADA', 'CORTES')",2
355,"('AHUMADA', 'DELGADO')",1
356,"('AHUMADA', 'DONOSO')",3
357,"('AHUMADA', 'ESPINOZA')",1
358,"('AHUMADA', 'FRANCENER')",1
359,"('AHUMADA', 'GAHONA')",1
360,"('AHUMADA', 'GALLARDO')",1
361,"('AHUMADA', 'GIANETTI')",1
362,"('AHUMADA', 'GOMEZ')",2
363,"('AHUMADA', 'GONZALEZ')",1
364,"('AHUMADA', 'JIMENEZ')",2
365,"('AHUMADA', 'MADRID')",1
366,"('AHUMADA', 'MALDONADO')",1
367,"('AHUMADA', 'NUNEZ')",1
368,"('AHUMADA', 'OLIVARES')",2
369,"('AHUMADA', 'ORIO')",1
370,"('AHUMADA', 'PENA')",1
371,"('AHUMADA', 'PEREZ')",1
372,"('AHUMADA', 'POBLETE')",1
373,"('AHUMADA', 'RAMOS')",2
374,"('AHUMADA', 'REYES')",1
375,"('AHUMADA', 'ROJAS')",4
376,"('AHUMADA', 'SANTIS')",1
377,"('AHUMADA', 'SEGURA')",1
378,"('AHUMADA', 'SOTOMAYOR')",2
379,"('AHUMADA', 'STANDEN')",1
380,"('AHUMADA', 'TABILO')",2
381,"('AHUMADA', 'TEJADA')",1
382,"('AHUMADA', 'TORO')",1
383,"('AHUMADA', 'VARGAS')",1
384,"('AHUMADA', 'VILLASECA')",1
385,"('AHUMADA', 'ZAMORANO')",1
386,"('AHUMADA', 'ZEPEDA')",1
387,"('AILLON', 'ULLOA')",1
388,"('AJATA', 'NINACHOQUE')",1
389,"('AKIMOTO', 'PICON')",1
390,"('ALAMOS', 'CAQUEO')",1
391,"('ALAMOS', 'HUERTA')",1
392,"('ALAMOS', 'PAEZ')",1
393,"('ALAMOS', 'RODRIGUEZ')",1
394,"('ALANCAY', 'BENAVIDES')",1
395,"('ALANCAY', 'MARTINEZ')",1
396,"('ALANCAY', 'MORALES')",1
397,"('ALANEZ', 'BAUTISTA')",3
398,"('ALANIZ', 'MUNOZ')",1
399,"('ALARCON', 'BOBADILLA')",1
400,"('ALARCON', 'CHINCHILLA')",1
401,"('ALARCON', 'CONCHA')",2
402,"('ALARCON', 'ECHEVERRIA')",2
403,"('ALARCON', 'ESCORZA')",1
404,"('ALARCON', 'GALDAMES')",1
405,"('ALARCON', 'HERMOSILLA')",1
406,"('ALARCON', 'LARENAS')",1
