,names,n
277,"('ALMONACID', 'CONTRERAS')",1
278,"('ALMONACID', 'GALLARDO')",1
279,"('ALMONACID', 'HUEYTRA')",2
280,"('ALMONACID', 'JAQUE')",1
281,"('ALMONACID', 'JARA')",4
282,"('ALMONACID', 'LEVICOY')",1
283,"('ALMONACID', 'LEVINANCO')",1
284,"('ALMONACID', 'MALDONADO')",2
285,"('ALMONACID', 'NAVARRETE')",1
286,"('ALMONACID', 'PINILLA')",2
287,"('ALMONACID', 'POBLETE')",2
288,"('ALMONACID', 'RIVERA')",3
289,"('ALMONACID', 'SAEZ')",2
290,"('ALMONACID', 'SANCHEZ')",3
291,"('ALMONACID', 'SANDOVAL')",1
292,"('ALMONACID', 'SOTO')",2
293,"('ALMONACID', 'TRONCOSO')",1
294,"('ALMONACID', 'VARGAS')",1
295,"('ALMONACID', 'VEGA')",1
296,"('ALMUNA', 'MUNOZ')",1
297,"('ALOMAR', 'ROJAS')",1
298,"('ALON', 'CEA')",1
299,"('ALONQUEO', 'SAIGG')",3
300,"('ALTAMIRANO', 'ALVAREZ')",1
301,"('ALTAMIRANO', 'BARRIA')",1
302,"('ALTAMIRANO', 'FUENTES')",1
303,"('ALTAMIRANO', 'GATICA')",1
304,"('ALTAMIRANO', 'MAYORGA')",1
305,"('ALTAMIRANO', 'MERCADO')",1
306,"('ALTAMIRANO', 'MIRANDA')",1
307,"('ALTAMIRANO', 'NUNEZ')",3
308,"('ALTAMIRANO', 'PANES')",3
309,"('ALTAMIRANO', 'PANICHINE')",1
310,"('ALTAMIRANO', 'SILVA')",1
311,"('ALTAMIRANO', 'TRUJILLO')",2
312,"('ALTAMIRANO', 'VARGAS')",1
313,"('ALVARADO', 'AGERO')",1
314,"('ALVARADO', 'ALDERETE')",1
315,"('ALVARADO', 'ALMONACID')",1
316,"('ALVARADO', 'ALVARADO')",4
317,"('ALVARADO', 'ALVAREZ')",2
318,"('ALVARADO', 'AMPUERO')",1
319,"('ALVARADO', 'ARAVENA')",1
320,"('ALVARADO', 'ARCOS')",2
321,"('ALVARADO', 'BARRIA')",5
322,"('ALVARADO', 'BARRIENTOS')",1
323,"('ALVARADO', 'BORQUEZ')",4
324,"('ALVARADO', 'CADIN')",1
325,"('ALVARADO', 'CARCAMO')",1
326,"('ALVARADO', 'CARDENAS')",1
327,"('ALVARADO', 'CARRILLO')",4
328,"('ALVARADO', 'CASTILLO')",1
329,"('ALVARADO', 'CATALAN')",1
330,"('ALVARADO', 'CEDAS')",1
331,"('ALVARADO', 'CRUZAT')",1
332,"('ALVARADO', 'DIAZ')",3
333,"('ALVARADO', 'FIGUEROA')",1
334,"('ALVARADO', 'GAYOSA')",2
335,"('ALVARADO', 'GONZALEZ')",2
336,"('ALVARADO', 'GUICHAPIREN')",3
337,"('ALVARADO', 'GUTIERREZ')",2
338,"('ALVARADO', 'HARO')",1
339,"('ALVARADO', 'HUEITRA')",1
340,"('ALVARADO', 'HUENUQUEO')",4
341,"('ALVARADO', 'LEPIO')",1
342,"('ALVARADO', 'MALDONADO')",1
343,"('ALVARADO', 'MANSILLA')",2
344,"('ALVARADO', 'MARIAO')",2
345,"('ALVARADO', 'MELIPILLAN')",3
346,"('ALVARADO', 'MIRANDA')",2
347,"('ALVARADO', 'OJEDA')",5
348,"('ALVARADO', 'OYARZO')",1
349,"('ALVARADO', 'PAILLACAR')",1
350,"('ALVARADO', 'POBLETE')",1
351,"('ALVARADO', 'PORTALES')",1
352,"('ALVARADO', 'REMIREZ')",1
353,"('ALVARADO', 'ROMO')",2
354,"('ALVARADO', 'SAAVEDRA')",2
355,"('ALVARADO', 'SAEZ')",1
356,"('ALVARADO', 'SANTANA')",1
357,"('ALVARADO', 'SEGOVIA')",3
358,"('ALVARADO', 'SERON')",2
359,"('ALVARADO', 'SOTO')",3
360,"('ALVARADO', 'TECA')",1
361,"('ALVARADO', 'URRUTIA')",1
362,"('ALVARADO', 'VELASQUEZ')",2
363,"('ALVARADO', 'VERA')",3
364,"('ALVAREZ', 'AEDO')",2
365,"('ALVAREZ', 'AGUILAR')",1
366,"('ALVAREZ', 'AHUMADA')",4
367,"('ALVAREZ', 'ALVAREZ')",4
368,"('ALVAREZ', 'BARRA')",1
369,"('ALVAREZ', 'CARDENAS')",4
370,"('ALVAREZ', 'CARRILLO')",5
371,"('ALVAREZ', 'CHIGUAY')",3
372,"('ALVAREZ', 'CONTRERAS')",1
373,"('ALVAREZ', 'CUBILLOS')",1
374,"('ALVAREZ', 'GALLARDO')",5
375,"('ALVAREZ', 'GARCIA')",1
376,"('ALVAREZ', 'GONZALEZ')",3
377,"('ALVAREZ', 'GUERRERO')",1
378,"('ALVAREZ', 'GUTIERREZ')",1
379,"('ALVAREZ', 'HEREDIA')",1
380,"('ALVAREZ', 'HERNANDEZ')",2
381,"('ALVAREZ', 'HERRERA')",6
382,"('ALVAREZ', 'LAURIE')",1
383,"('ALVAREZ', 'LEIGTON')",1
384,"('ALVAREZ', 'LEMUS')",1
385,"('ALVAREZ', 'LILLO')",1
386,"('ALVAREZ', 'LOPEZ')",2
387,"('ALVAREZ', 'LUCERO')",2
388,"('ALVAREZ', 'MACIAS')",1
389,"('ALVAREZ', 'MARIN')",3
390,"('ALVAREZ', 'MATUS')",1
391,"('ALVAREZ', 'MERA')",1
392,"('ALVAREZ', 'MILLALONCO')",1
393,"('ALVAREZ', 'MOLINA')",1
394,"('ALVAREZ', 'MONSALVE')",2
395,"('ALVAREZ', 'MUNOZ')",3
396,"('ALVAREZ', 'NAVARRO')",1
397,"('ALVAREZ', 'OJEDA')",3
398,"('ALVAREZ', 'OSORIO')",3
399,"('ALVAREZ', 'PERA')",1
400,"('ALVAREZ', 'RIVAS')",2
401,"('ALVAREZ', 'RIVERA')",1
402,"('ALVAREZ', 'ROBLES')",1
403,"('ALVAREZ', 'RUIZ')",2
404,"('ALVAREZ', 'SAN MARTIN')",1
405,"('ALVAREZ', 'SANTANA')",2
406,"('ALVAREZ', 'SEGOVIA')",1
407,"('ALVAREZ', 'SERON')",2
408,"('ALVAREZ', 'SILVA')",3
409,"('ALVAREZ', 'SIRANDONI')",1
410,"('ALVAREZ', 'SOTO')",9
411,"('ALVAREZ', 'TORO')",1
